program,field_interest,team_responsible,start_work,design_something,work_partof,on_project,care_most,eavesdrop,working_with
Software Engineering,Software Development,The Robot,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Robot,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Robot,Work for a small company,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Software Development,The Robot,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Environment,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Robot,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Environment,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,People
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work in a start up,I can see function and tangibly touch the parts,Focused team,Continuously change and update requirements as you go,Health,A microchip that is smaller than usual but twice as powerful as before,People
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Robot,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Environment,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Human Rights,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,Solar Panels,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Robot,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Human Rights,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,Penicillin,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Robot,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Human Rights,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Robot,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Software Engineering,Software Development,The Automobile,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,The Robot,Work for a large corporation,I can see function and tangibly touch the parts,Focused team,Continuously change and update requirements as you go,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",People
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Human Rights,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Automobile,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Health,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Health,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Health,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,The Robot,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work in a start up,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,People
Software Engineering,Software Development,The Internet,Work in a start up,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Health,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Software Engineering,Software Development,The Internet,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,Solar Panels,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Health,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Robot,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,People
Software Engineering,Research,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,I can see function and tangibly touch the parts,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Automobile,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Robot,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,A microchip that is smaller than usual but twice as powerful as before,People
Software Engineering,Software Development,The Robot,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",People
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Health,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,A microchip that is smaller than usual but twice as powerful as before,People
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Environment,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,Solar Panels,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,I can see function and tangibly touch the parts,Focused team,Continuously change and update requirements as you go,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Human Rights,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,Penicillin,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",People
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Health,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Robot,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Research,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Health,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Robot,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,Penicillin,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,People
Software Engineering,Software Development,Solar Panels,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,Computers
Software Engineering,Software Development,The Automobile,Work for a small company,I can see function and tangibly touch the parts,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,People
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Human Rights,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Human Rights,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Environment,A microchip that is smaller than usual but twice as powerful as before,People
Software Engineering,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Software Development,The Robot,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Robot,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",People
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Human Rights,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Robot,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Research,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Environment,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Human Rights,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,People
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Health,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,Computers
Software Engineering,Software Development,The Internet,Work in a start up,I can see function and tangibly touch the parts,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Human Rights,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,People
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Research,The Internet,Work in a start up,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Health,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Robot,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",People
Software Engineering,Software Development,The Internet,Work for a small company,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Continuously change and update requirements as you go,Health,A microchip that is smaller than usual but twice as powerful as before,Computers
Software Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,Computers
Systems Design Engineering,Software Development,The Robot,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A factory that is able to 100% rely on robotics while producing no defected products,People
Systems Design Engineering,Construction,Solar Panels,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Systems Design Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Health,A factory that is able to 100% rely on robotics while producing no defected products,People
Systems Design Engineering,Software Development,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
